DEPTH;CAL;DT;GR;NPHI;ILD;RHOB;SP;porosite;K
1134.46558;11.41689;145.22992;87.2373;0.52565;0.658;2.1457;7.335;0.206973805921718;1444.42605371181
1134.5;11.414;145.252;87.614;0.52713;0.658;2.149;7.335;0.204938430284571;1422.16520284194
1134.57141;11.38342;145.13489;86.64453;0.52959;0.66171;2.15242;7.33385;0.210142701867694;1479.52214936017
1134.57141;11.38342;145.13489;86.64453;0.52959;0.66171;2.15242;7.33385;0.210142701867694;1479.52214936017
1134.59998;11.37122;145.08801;86.25684;0.53057;0.6632;2.15379;7.3334;0.212167607333523;1502.2275705119
1134.6001;11.37115;145.08789;86.25488;0.53057;0.6632;2.1538;7.3334;0.212176282002882;1502.3253083334
1134.61804;11.36346;145.05847;86.01172;0.53119;0.66414;2.15466;7.33311;0.21343180932914;1516.51357035894
1134.75;11.307;144.842;84.22;0.53574;0.671;2.161;7.331;0.22232694417453;1619.43169738624
1134.77039;11.2951;144.67285;83.71484;0.53542;0.67222;2.16174;7.32324;0.224435215016481;1644.44063606903
1134.80005;11.27777;144.42871;82.98242;0.53495;0.674;2.1628;7.31198;0.227403679228021;1680.05358259001
1134.82617;11.26251;144.21289;82.33594;0.53454;0.67557;2.16374;7.30203;0.229940293936007;1710.85636449858
1134.82617;11.26251;144.21289;82.33594;0.53454;0.67557;2.16374;7.30203;0.229940293936007;1710.85636449858
1134.92285;11.20605;143.41406;79.94336;0.53301;0.68137;2.16722;7.26529;0.238686025167834;1819.67800370144
1135;11.161;142.778;78.035;0.5318;0.686;2.17;7.236;0.245006254861699;1900.84780137789
1135.0752;11.17363;142.70215;77.22852;0.52468;0.6848;2.15677;7.22757;0.247781914041198;1937.16550052619
1135.08081;11.17458;142.69641;77.16797;0.52415;0.68471;2.15578;7.22694;0.247987683520707;1939.87414973678
1135.08081;11.17458;142.69641;77.16797;0.52415;0.68471;2.15578;7.22694;0.247987683520707;1939.87414973678
1135.19995;11.19458;142.57629;75.88965;0.51287;0.6828;2.13481;7.2136;0.252210140727443;1995.95297610001
1135.20007;11.19461;142.57617;75.8877;0.51286;0.6828;2.1348;7.21358;0.252215328201315;1996.02245358718
1135.22754;11.19922;142.54858;75.59375;0.51025;0.68236;2.12996;7.21051;0.253156200133213;2008.64750316144
1135.25;11.203;142.526;75.352;0.50813;0.682;2.126;7.208;0.253926915797446;2019.02434421811
1135.33545;11.1907;143.11182;75.90234;0.50971;0.67311;2.12019;7.21757;0.253542352344982;2013.84263914214
1135.33545;11.1907;143.11182;75.90234;0.50971;0.67311;2.12019;7.21757;0.253542352344982;2013.84263914214
1135.38;11.18428;143.41748;76.18945;0.51054;0.66848;2.11716;7.22256;0.253320797850089;2010.86092382013
1135.40002;11.1814;143.55469;76.31836;0.51091;0.6664;2.1158;7.2248;0.253215429469394;2009.44377408088
1135.5;11.167;144.24001;76.962;0.51276;0.656;2.109;7.236;0.252643557838097;2001.76268218014
1135.53235;11.14716;144.31421;77.24609;0.50968;0.6525;2.10991;7.2435;0.250675885239151;1975.46648543509
1135.58997;11.11188;144.44653;77.75195;0.5042;0.64629;2.11152;7.25687;0.247168977056515;1929.10954421602
1135.58997;11.11188;144.44653;77.75195;0.5042;0.64629;2.11152;7.25687;0.247168977056515;1929.10954421602
1135.59998;11.10577;144.46948;77.83984;0.50325;0.6452;2.1118;7.25919;0.246559413228916;1921.1184984232
1135.6001;11.10571;144.46973;77.84082;0.50324;0.64519;2.1118;7.25922;0.246553207849822;1921.03725086004
1135.68481;11.05383;144.66431;78.58496;0.49519;0.63604;2.11417;7.27887;0.241380969151409;1854.02779856601
1135.75;11.014;144.814;79.157;0.489;0.629;2.116;7.294;0.237391449941771;1803.31169526316
1135.80005;10.98175;145.25;79.66699;0.4881;0.6268;2.1178;7.27979;0.235117026058445;1774.77690358913
1135.83716;10.95782;145.57324;80.04395;0.48743;0.62516;2.11914;7.26923;0.233414228799916;1753.59352800237
1135.84448;10.95312;145.6377;80.11816;0.4873;0.62484;2.1194;7.26715;0.233078291228022;1749.4325360894
1135.84448;10.95312;145.6377;80.11816;0.4873;0.62484;2.1194;7.26715;0.233078291228022;1749.4325360894
1135.98962;10.85962;146.90137;81.59375;0.48469;0.61846;2.12463;7.22595;0.226238402323149;1666.01548989764
1136;10.853;146.992;81.699;0.4845;0.618;2.125;7.223;0.225739592630474;1660.02936707913
1136.09924;10.853;148.97852;80.91699;0.48616;0.62634;2.12381;7.20157;0.230067096265653;1712.40307677088
1136.09924;10.853;148.97852;80.91699;0.48616;0.62634;2.12381;7.20157;0.230067096265653;1712.40307677088
1136.14197;10.853;149.83398;80.58008;0.48688;0.62992;2.1233;7.19234;0.231914050143635;1735.05867772026
1136.19995;10.853;150.99414;80.12402;0.48785;0.63479;2.1226;7.17982;0.234397949447781;1765.81298375974
1136.20007;10.853;150.99609;80.12305;0.48785;0.6348;2.1226;7.17979;0.234402313824106;1765.86730941422
1136.25;10.853;151.994;79.729;0.48869;0.639;2.122;7.169;0.236531540886142;1792.49155453957
1136.29443;10.8988;152.01801;79.71088;0.48876;0.64024;2.11987;7.16598;0.236914218173157;1797.30218849332
1136.354;10.95996;152.05017;79.68655;0.48886;0.64191;2.11701;7.16193;0.237429829363213;1803.79623168428
1136.354;10.95996;152.05017;79.68655;0.48886;0.64191;2.11701;7.16193;0.237429829363213;1803.79623168428
1136.40002;11.00732;152.07501;79.66779;0.48893;0.6432;2.1148;7.1588;0.237826344809553;1808.7998855463
1136.44678;11.0553;152.10028;79.64871;0.489;0.64451;2.11256;7.15562;0.238228422462149;1813.88225492152
1136.5;11.11;152.129;79.627;0.48909;0.646;2.11;7.152;0.238690354108052;1819.73179167259
1136.59924;11.12944;147.30078;80.49902;0.49272;0.64997;2.11079;7.16907;0.23465727955745;1769.04339813225
1136.59998;11.12959;147.26562;80.50586;0.49274;0.65;2.1108;7.16919;0.234623383273942;1768.62104362034
1136.6001;11.12961;147.26172;80.50684;0.49275;0.65;2.1108;7.1692;0.234620921149243;1768.5903676488
1136.60852;11.13127;146.85156;80.58105;0.49306;0.65034;2.11087;7.17065;0.234273512900028;1764.26515690525
1136.60852;11.13127;146.85156;80.58105;0.49306;0.65034;2.11087;7.17065;0.234273512900028;1764.26515690525
1136.75;11.159;139.97099;81.825;0.49823;0.656;2.112;7.195;0.228343978604299;1691.4310625331
1136.75159;11.1579;140.00977;81.83545;0.49826;0.65603;2.11199;7.19617;0.22832089888869;1691.15121937619
1136.80005;11.12378;141.18359;82.13965;0.49924;0.657;2.1116;7.23242;0.227691041184131;1683.5250856645
1136.86316;11.07935;142.71289;82.53662;0.50051;0.65826;2.11109;7.27966;0.226832952780436;1673.1694913932
1136.86316;11.07935;142.71289;82.53662;0.50051;0.65826;2.11109;7.27966;0.226832952780436;1673.1694913932
1136.90405;11.05054;143.70312;82.79346;0.50134;0.65908;2.11077;7.31024;0.226258342457467;1666.2568245192
1137;10.983;146.02901;83.396;0.50328;0.661;2.11;7.382;0.224847132251801;1649.35410061363
1137.0564;10.9491;147.61719;82.83105;0.50063;0.65897;2.11;7.39035;0.227147640468108;1676.96295683375
1137.11768;10.91235;149.3457;82.2168;0.49774;0.65676;2.11;7.39943;0.229581006537738;1706.47211575319
1137.11768;10.91235;149.3457;82.2168;0.49774;0.65676;2.11;7.39943;0.229581006537738;1706.47211575319
1137.19995;10.86298;151.66406;81.3916;0.49386;0.6538;2.11;7.41161;0.232745059097289;1745.31246289002
1137.20007;10.86292;151.66602;81.39062;0.49385;0.6538;2.11;7.41162;0.232747126623582;1745.33801642557
1137.20874;10.85773;151.91016;81.30371;0.49345;0.65348;2.11;7.4129;0.233075785302509;1749.40298265162
1137.25;10.833;153.07401;80.889;0.4915;0.652;2.11;7.419;0.23461576111474;1768.52634954302
1137.36121;10.85437;154.13672;79.92773;0.48795;0.6431;2.11356;7.40877;0.237356977786334;1802.87799610805
1137.37244;10.85652;154.24316;79.83105;0.48759;0.6422;2.11392;7.40773;0.237622163002251;1806.2223382332
1137.37244;10.85652;154.24316;79.83105;0.48759;0.6422;2.11392;7.40773;0.237622163002251;1806.2223382332
1137.40002;10.86182;154.50684;79.5918;0.48671;0.64;2.1148;7.40519;0.238275662010051;1814.47977954126
1137.5;10.881;155.461;78.729;0.48352;0.632;2.118;7.396;0.240542486767438;1843.29851560161
1137.51355;10.881;155.29785;78.93359;0.48369;0.63227;2.11909;7.39339;0.239626737983735;1831.623343955
1137.59998;10.881;154.26074;80.24023;0.48475;0.634;2.126;7.3768;0.233668345322704;1756.74543952918
1137.6001;10.881;154.25879;80.24219;0.48475;0.634;2.12601;7.37677;0.23365877143998;1756.62664344433
1137.6272;10.881;153.93359;80.65234;0.48509;0.63454;2.12817;7.37157;0.231750378790789;1733.0438537065
1137.6272;10.881;153.93359;80.65234;0.48509;0.63454;2.12817;7.37157;0.231750378790789;1733.0438537065
1137.66602;10.881;153.46777;81.24023;0.48556;0.63532;2.13128;7.36412;0.228972897526414;1699.06694948227
1137.75;10.881;152.46001;82.512;0.4866;0.637;2.138;7.348;0.222820831358169;1625.26740748923
1137.80005;10.85431;150.28516;83.06152;0.48816;0.6362;2.14581;7.33859;0.219248121648765;1583.33191943833
1137.81836;10.8446;149.49219;83.2627;0.48873;0.6359;2.14867;7.33514;0.217934810611062;1568.08701522187
1137.88171;10.81091;146.73828;83.95898;0.4907;0.63489;2.15855;7.32324;0.213363285846769;1515.73511431919
1137.88171;10.81091;146.73828;83.95898;0.4907;0.63489;2.15855;7.32324;0.213363285846769;1515.73511431919
1137.97083;10.76349;142.86719;84.9375;0.49347;0.63346;2.17245;7.30649;0.206868600608829;1443.26802360475
1138;10.748;141.597;85.258;0.49438;0.633;2.177;7.301;0.204723672330084;1419.82716046238
1138.12317;10.68201;141.21899;85.96338;0.49114;0.63349;2.17158;7.35519;0.201240618501715;1382.28322207285
1138.13623;10.67499;141.17896;86.03809;0.4908;0.63354;2.17101;7.36093;0.200866824849878;1378.29236812979
1138.13623;10.67499;141.17896;86.03809;0.4908;0.63354;2.17101;7.36093;0.200866824849878;1378.29236812979
1138.19995;10.64081;140.9834;86.40283;0.48913;0.6338;2.1682;7.38898;0.199028280319889;1358.77092022433
1138.20007;10.64075;140.98315;86.40381;0.48912;0.6338;2.16819;7.38901;0.199022394179139;1358.70871000387
1138.25;10.614;140.83;86.69;0.48781;0.634;2.166;7.411;0.197561052308928;1343.32085106646
1138.27563;10.59534;140.93115;86.64087;0.48559;0.63369;2.16457;7.42291;0.197482121128599;1342.49288808411
1138.39087;10.51147;141.38672;86.42114;0.47559;0.63231;2.15811;7.47638;0.197105929528522;1338.55131537942
1138.39087;10.51147;141.38672;86.42114;0.47559;0.63231;2.15811;7.47638;0.197105929528522;1338.55131537942
1138.40002;10.50482;141.42285;86.40356;0.47479;0.6322;2.1576;7.48059;0.197073886430475;1338.2159299059
1138.42798;10.48444;141.5332;86.35034;0.47237;0.63186;2.15603;7.49359;0.196979693103978;1337.23035100791
1138.5;10.432;141.81799;86.213;0.46611;0.631;2.152;7.527;0.196723976740393;1334.55707990037
1138.58044;10.3905;142.10254;85.40625;0.46413;0.62811;2.15361;7.54179;0.199841216919418;1367.37977452978
1138.59998;10.38037;142.17163;85.20996;0.46365;0.6274;2.154;7.54538;0.200578770008609;1375.22125871923
1138.6001;10.38031;142.17212;85.20898;0.46364;0.6274;2.154;7.54541;0.20058089783301;1375.24392279722
1138.64551;10.35693;142.33252;84.75293;0.46252;0.62576;2.15491;7.55376;0.202261216154152;1393.21671590962
1138.64551;10.35693;142.33252;84.75293;0.46252;0.62576;2.15491;7.55376;0.202261216154152;1393.21671590962
1138.73279;10.31189;142.64111;83.87695;0.46037;0.62262;2.15666;7.56982;0.205369050992963;1426.85341091467
1138.75;10.303;142.702;83.704;0.45995;0.622;2.157;7.573;0.205966341446405;1433.37675802287
1138.80005;10.29919;143.17969;84.13281;0.45901;0.622;2.1606;7.54456;0.20361669756864;1407.82407119442
1138.88525;10.29272;143.99316;84.8623;0.4574;0.622;2.16674;7.49615;0.199566212046777;1364.46283046124
1138.90027;10.29158;144.13672;84.99023;0.45711;0.622;2.16782;7.48761;0.198847396756287;1356.85879847433
1138.90027;10.29158;144.13672;84.99023;0.45711;0.622;2.16782;7.48761;0.198847396756287;1356.85879847433
1139;10.284;145.088;85.844;0.45523;0.622;2.175;7.431;0.194013489164122;1306.43570042615
1139.0376;10.26987;145.54395;86.05908;0.45491;0.62996;2.17455;7.38135;0.19314465651832;1297.5045771786
1139.15479;10.2258;146.96484;86.72754;0.45392;0.6548;2.17314;7.22668;0.190385453131563;1269.40721099831
1139.15479;10.2258;146.96484;86.72754;0.45392;0.6548;2.17314;7.22668;0.190385453131563;1269.40721099831
1139.18994;10.21259;147.3916;86.92822;0.45362;0.66226;2.17272;7.1803;0.18953729424382;1260.85150571026
1139.19995;10.20883;147.51367;86.98535;0.45353;0.66438;2.1726;7.16711;0.18929337277844;1258.39804701905
1139.20007;10.20877;147.51465;86.98633;0.45353;0.6644;2.1726;7.16687;0.18928900080073;1258.35410038262
1139.25;10.19;148.121;87.271;0.45311;0.675;2.172;7.101;0.18806891726548;1246.12972017506
1139.34241;10.19369;146.06445;88.19336;0.45504;0.68461;2.16756;7.04333;0.183968994200577;1205.62999090392
1139.40002;10.196;144.7832;88.76758;0.45624;0.69061;2.1648;7.00739;0.181313841893397;1179.87815549046
1139.40942;10.19637;144.57422;88.86133;0.45644;0.69158;2.16435;7.00153;0.180873553807742;1175.64406762571
1139.40942;10.19637;144.57422;88.86133;0.45644;0.69158;2.16435;7.00153;0.180873553807742;1175.64406762571
1139.49475;10.19979;142.67773;89.71289;0.45822;0.70045;2.16025;6.9483;0.176766219099786;1136.6412784296
1139.5;10.2;142.561;89.765;0.45833;0.701;2.16;6.945;0.176508748143704;1134.22620132871
1139.59998;10.14526;142.15088;91.38672;0.46396;0.6994;2.168;6.945;0.167699445641233;1053.71533024671
1139.6001;10.1452;142.15039;91.38867;0.46397;0.6994;2.16801;6.945;0.167689041327931;1053.62267864486
1139.64722;10.11938;141.95703;92.15234;0.46662;0.69864;2.17178;6.945;0.163292709763627;1014.98720059749
1139.66394;10.11023;141.88867;92.42188;0.46757;0.69838;2.17312;6.945;0.161702760738594;1001.26725774195
1139.66394;10.11023;141.88867;92.42188;0.46757;0.69838;2.17312;6.945;0.161702760738594;1001.26725774195
1139.75;10.063;141.535;93.816;0.47241;0.697;2.18;6.945;0.15311568548814;929.48828409628
1139.79956;10.07843;141.16699;94.42578;0.47333;0.69324;2.18238;6.9448;0.148962686497642;896.178335696081
1139.80005;10.07858;141.16309;94.43164;0.47334;0.6932;2.1824;6.9448;0.148922610433447;895.861359529794
1139.9187;10.1156;140.28125;95.89258;0.47553;0.68418;2.1881;6.94433;0.138482150534576;816.189313141773
1139.9187;10.1156;140.28125;95.89258;0.47553;0.68418;2.1881;6.94433;0.138482150534576;816.189313141773
1139.95203;10.12601;140.03418;96.30371;0.47614;0.68165;2.1897;6.94419;0.135412076585713;793.862641245652
1140;10.141;139.677;96.894;0.47703;0.678;2.192;6.944;0.130898163387458;761.944816468387
1140.10437;10.11218;139.81897;96.6062;0.46932;0.678;2.19033;6.92522;0.131992397262108;769.58266823728
1140.17346;10.09311;139.91296;96.41553;0.46422;0.678;2.18922;6.91278;0.132682083827814;774.42940477747
1140.17346;10.09311;139.91296;96.41553;0.46422;0.678;2.18922;6.91278;0.132682083827814;774.42940477747
1140.19995;10.08582;139.94897;96.34229;0.46227;0.678;2.1888;6.90802;0.13294024081678;776.25008539555
1140.20007;10.08578;139.9491;96.34204;0.46226;0.678;2.1888;6.90799;0.132940456032147;776.25160457304
1140.25;10.072;140.017;96.204;0.45857;0.678;2.188;6.899;0.133413845674352;779.599435169224
1140.25684;10.06042;140.06299;96.28418;0.45797;0.67797;2.18762;6.89539;0.132781035980734;775.126786636034
1140.40002;9.81702;141.02881;97.95996;0.44531;0.6774;2.1796;6.81976;0.119087716539033;683.552217630845
1140.40918;9.80139;141.09033;98.06641;0.4445;0.67736;2.17909;6.81494;0.118186256585526;677.873002781545
1140.42798;9.76941;141.21729;98.28711;0.44285;0.67729;2.17804;6.80505;0.116308517324708;666.181773439018
1140.42798;9.76941;141.21729;98.28711;0.44285;0.67729;2.17804;6.80505;0.116308517324708;666.181773439018
1140.5;9.647;141.703;99.13;0.43648;0.677;2.174;6.767;0.108970637501587;622.289985267723
1140.56165;9.65243;142.06201;98.42969;0.43186;0.68365;2.16858;6.7074;0.114436453504061;654.712265473275
1140.59998;9.6558;142.28516;97.99512;0.42899;0.6878;2.16521;6.67029;0.117709477601508;674.886725884367
1140.6001;9.65582;142.28564;97.99316;0.42898;0.68781;2.1652;6.67017;0.117723993274579;674.977465456462
1140.68262;9.66307;142.76611;97.05664;0.42279;0.69672;2.15794;6.59021;0.124483314176851;718.446702214859
1140.68262;9.66307;142.76611;97.05664;0.42279;0.69672;2.15794;6.59021;0.124483314176851;718.446702214859
1140.71399;9.66583;142.94873;96.7002;0.42044;0.70011;2.15517;6.55981;0.12695720272501;734.96278911964
1140.75;9.669;143.158;96.291;0.41774;0.704;2.152;6.525;0.129731025353141;753.867778522238
1140.80005;9.70447;143.57422;96.55518;0.41736;0.71643;2.1506;6.4491;0.12799180414468;741.966465446207
1140.86646;9.75146;144.12598;96.90527;0.41686;0.73291;2.14874;6.34839;0.125641665974924;726.139867792228
1140.93713;9.80151;144.71289;97.27832;0.41633;0.75043;2.14676;6.24133;0.123077822932218;709.208605249163
1140.93713;9.80151;144.71289;97.27832;0.41633;0.75043;2.14676;6.24133;0.123077822932218;709.208605249163
1141;9.846;145.23399;97.61;0.41585;0.766;2.145;6.146;0.120743650224681;694.097595899716
1141.0188;9.84871;145.13672;97.63818;0.4187;0.77179;2.14583;6.10913;0.120877379746302;694.955593212816
1141.17114;9.87064;144.35205;97.86731;0.44185;0.8187;2.15253;5.80981;0.121907834841089;701.598752600488
1141.19189;9.87363;144.24512;97.89856;0.44499;0.8251;2.15345;5.76904;0.122037263947207;702.437145696115
1141.19189;9.87363;144.24512;97.89856;0.44499;0.8251;2.15345;5.76904;0.122037263947207;702.437145696115
1141.19995;9.87479;144.20361;97.91064;0.44623;0.82758;2.1538;5.75317;0.122091034599346;702.785711671201
1141.20007;9.8748;144.20312;97.91089;0.44624;0.82761;2.1538;5.75293;0.122090441708935;702.781867955322
1141.25;9.882;143.946;97.986;0.45382;0.843;2.156;5.655;0.122397347259514;704.77430686369
1141.32361;9.88523;143.74902;97.21973;0.45344;0.85478;2.15423;5.67325;0.128470470740515;745.227284105779
1141.40002;9.8886;143.54443;96.42383;0.45305;0.867;2.1524;5.6922;0.134526980009917;787.520183374157
1141.44653;9.89064;143.42017;95.93945;0.45281;0.87445;2.15128;5.70374;0.138094261868519;813.34223454711
1141.44653;9.89064;143.42017;95.93945;0.45281;0.87445;2.15128;5.70374;0.138094261868519;813.34223454711
1141.47595;9.89194;143.34131;95.63281;0.45266;0.87915;2.15058;5.71103;0.14030748825462;829.702542333561
1141.5;9.893;143.27699;95.382;0.45254;0.883;2.15;5.717;0.142093867855534;843.097280788296
1141.59998;9.8974;143.35095;94.1543;0.45956;0.845;2.1464;5.82532;0.152050050038847;920.855241113604
1141.6001;9.8974;143.35101;94.15234;0.45957;0.84497;2.1464;5.82556;0.152064920747231;920.975318721713
1141.62842;9.89865;143.37201;93.80469;0.46156;0.8342;2.14538;5.8562;0.154824625388432;943.462585791604
1141.70117;9.90185;143.42584;92.91113;0.46667;0.80655;2.14276;5.93506;0.161802672501685;1002.12691105851
1141.70117;9.90185;143.42584;92.91113;0.46667;0.80655;2.14276;5.93506;0.161802672501685;1002.12691105851
1141.75;9.904;143.46201;92.312;0.47011;0.788;2.141;5.988;0.166396431806755;1042.15798679893
1141.78076;9.91739;143.55493;92.35913;0.47157;0.78726;2.14149;5.99379;0.166359645660222;1041.83298863639
1141.80005;9.92581;143.61328;92.38867;0.47249;0.7868;2.1418;5.99742;0.166336487988386;1041.62843215742
1141.93323;9.98389;144.01587;92.59265;0.47881;0.7836;2.14393;6.02246;0.166154460290711;1040.02152407966
1141.95569;9.99365;144.08398;92.62708;0.47988;0.78306;2.14429;6.02669;0.166121442635161;1039.73023762571
1141.95569;9.99365;144.08398;92.62708;0.47988;0.78306;2.14429;6.02669;0.166121442635161;1039.73023762571
1142;10.013;144.218;92.695;0.48198;0.782;2.145;6.035;0.166051704857279;1039.11518936849
1142.08557;10.19922;144.28204;92.57898;0.48057;0.77378;2.15082;6.05896;0.165962783426402;1038.33114034081
1142.19995;10.448;144.36755;92.42383;0.47869;0.7628;2.15859;6.091;0.165828466615523;1037.14764274467
1142.20007;10.44824;144.36768;92.42371;0.47869;0.76279;2.1586;6.09103;0.165828256737924;1037.14579435556
1142.21033;10.4707;144.37537;92.40979;0.47852;0.76181;2.1593;6.0939;0.165814684326657;1037.02626011805
1142.21033;10.4707;144.37537;92.40979;0.47852;0.76181;2.1593;6.0939;0.165814684326657;1037.02626011805
1142.23804;10.53101;144.39606;92.37219;0.47807;0.75915;2.16119;6.10165;0.165779057409372;1036.71253333776
1142.25;10.557;144.405;92.356;0.47787;0.758;2.162;6.105;0.165762530322968;1036.56702201234
