DEPTH;CAL;DT;GR;NPHI;ILD;RHOB;SP;porosite;K
1142.39038;10.557;142.88477;91.89478;0.46958;0.72881;2.15077;6.20721;0.167735626268793;1054.03826295492
1142.40002;10.557;142.78027;91.86328;0.46902;0.72679;2.15;6.21423;0.167868504044987;1055.22228800505
1142.46497;10.557;142.07715;91.6499;0.46519;0.71329;2.14481;6.26147;0.16874912036013;1063.09282372222
1142.46497;10.557;142.07715;91.6499;0.46519;0.71329;2.14481;6.26147;0.16874912036013;1063.09282372222
1142.5;10.557;141.69701;91.535;0.46312;0.706;2.142;6.287;0.169215292382707;1067.27591335375
1142.54285;10.51367;141.76379;91.03418;0.46245;0.70343;2.14131;6.32281;0.172089159429464;1093.31945081003
1142.59998;10.45581;141.85291;90.36621;0.46155;0.7;2.1404;6.37061;0.175814384170681;1127.73087214257
1142.6001;10.45569;141.85315;90.36523;0.46155;0.7;2.1404;6.37073;0.175819922261445;1127.7825784264
1142.69519;10.3595;142.00146;89.25391;0.46006;0.69429;2.13888;6.4502;0.181765896739666;1184.23655126691
1142.71973;10.33459;142.03979;88.9668;0.45967;0.69282;2.13848;6.4707;0.183252587923413;1198.64531519356
1142.71973;10.33459;142.03979;88.9668;0.45967;0.69282;2.13848;6.4707;0.183252587923413;1198.64531519356
1142.75;10.304;142.08701;88.613;0.4592;0.691;2.138;6.496;0.185058761488705;1216.30836311744
1142.80005;10.25952;142.47656;88.02148;0.46446;0.6918;2.1388;6.52618;0.189256440787513;1258.02797502275
1142.84766;10.21722;142.84668;87.45898;0.46946;0.69256;2.13956;6.55493;0.193211785198488;1298.19533553016
1142.97424;10.10486;143.83203;85.96191;0.48277;0.69459;2.14159;6.63141;0.20357703889825;1407.39797824033
1142.97424;10.10486;143.83203;85.96191;0.48277;0.69459;2.14159;6.63141;0.20357703889825;1407.39797824033
1143;10.082;144.032;85.657;0.48547;0.695;2.142;6.647;0.205658397957528;1430.01389229625
1143.15234;10.09541;146.07031;86.15674;0.49583;0.71146;2.14931;6.53119;0.205375714089446;1426.92933362042
1143.19995;10.09959;146.70703;86.31274;0.49908;0.71659;2.1516;6.495;0.205270114712958;1425.7781132724
1143.20007;10.0996;146.70898;86.31323;0.49908;0.71661;2.1516;6.49487;0.205268236605911;1425.75764137675
1143.22888;10.10214;147.09375;86.40771;0.50105;0.71972;2.15298;6.47302;0.205200477832984;1425.01926179573
1143.22888;10.10214;147.09375;86.40771;0.50105;0.71972;2.15298;6.47302;0.205200477832984;1425.01926179573
1143.25;10.104;147.37601;86.477;0.50248;0.722;2.154;6.457;0.205144154358107;1424.405669235
1143.30481;10.16614;147.78027;86.7334;0.50533;0.72419;2.15575;6.41553;0.204424971803437;1416.5848302393
1143.40002;10.2738;148.48242;87.17822;0.51029;0.728;2.1588;6.34357;0.203129931338247;1402.57100151246
1143.45715;10.3385;148.90332;87.44531;0.51326;0.73029;2.16063;6.30035;0.202319635186164;1393.84795189229
1143.4834;10.36829;149.09668;87.56836;0.51463;0.73133;2.16146;6.28052;0.201940159548858;1389.77478367915
1143.4834;10.36829;149.09668;87.56836;0.51463;0.73133;2.16146;6.28052;0.201940159548858;1389.77478367915
1143.5;10.387;149.21899;87.646;0.51549;0.732;2.162;6.268;0.201695346347408;1387.15109527297
1143.59998;10.4801;148.64062;88.18457;0.51719;0.7268;2.158;6.24121;0.199506541900423;1363.83462819339
1143.6001;10.48022;148.64014;88.18555;0.51719;0.72679;2.15799;6.24118;0.199502249612107;1363.78915405421
1143.60962;10.48914;148.58496;88.23682;0.51736;0.7263;2.15761;6.23865;0.19929104726216;1361.5528061457
1143.73816;10.60889;147.84229;88.9292;0.51955;0.71961;2.15247;6.20419;0.196338117959751;1330.53335017014
1143.73816;10.60889;147.84229;88.9292;0.51955;0.71961;2.15247;6.20419;0.196338117959751;1330.53335017014
1143.75;10.62;147.774;88.993;0.51975;0.719;2.152;6.201;0.196057740321507;1327.61215469434
1143.76196;10.64551;147.7002;88.75391;0.51945;0.71809;2.15258;6.20703;0.197248001508863;1340.04195851133
1143.80005;10.72632;147.46436;87.99414;0.51848;0.7152;2.1544;6.22638;0.200924785795811;1378.91346414886
1143.91443;10.96924;146.75732;85.71289;0.51558;0.7065;2.15989;6.28448;0.211076136264605;1489.96214334398
1143.99292;11.13599;146.27197;84.14648;0.51358;0.70054;2.16366;6.3244;0.217342846451679;1561.24734112664
1143.99292;11.13599;146.27197;84.14648;0.51358;0.70054;2.16366;6.3244;0.217342846451679;1561.24734112664
1144;11.151;146.228;84.006;0.5134;0.7;2.164;6.328;0.21787862644855;1567.43872417154
1144.06677;11.13712;146.22906;83.45703;0.51091;0.7;2.15572;6.39075;0.220752680786539;1600.91119679319
1144.19995;11.10941;146.2312;82.3623;0.50594;0.7;2.13921;6.51599;0.226356875825944;1667.44164328682
1144.20007;11.10939;146.2312;82.36133;0.50594;0.7;2.13919;6.51611;0.226363571789969;1667.52213247852
1144.21924;11.10539;146.23151;82.2041;0.50522;0.7;2.13681;6.53406;0.227154732929736;1677.04906410902
1144.24744;11.09953;146.23195;81.97266;0.50417;0.7;2.13332;6.56067;0.228314168653346;1691.07070053978
1144.24744;11.09953;146.23195;81.97266;0.50417;0.7;2.13332;6.56067;0.228314168653346;1691.07070053978
1144.25;11.099;146.23199;81.951;0.50407;0.7;2.133;6.563;0.228421021046321;1692.36651249117
1144.37158;11.08246;146.03345;82.58252;0.50576;0.68201;2.13251;6.74683;0.226173630871247;1665.23958361387
1144.40002;11.0786;145.98706;82.73047;0.50615;0.6778;2.1324;6.78979;0.225634146612454;1658.76770643253
1144.5;11.065;145.82401;83.249;0.50754;0.663;2.132;6.941;0.223717387858703;1635.89848052726
1144.50195;11.0649;145.81738;83.2334;0.50751;0.6629;2.13213;6.94257;0.223760510641682;1636.41082945361
1144.50195;11.0649;145.81738;83.2334;0.50751;0.6629;2.13213;6.94257;0.223760510641682;1636.41082945361
1144.52405;11.06365;145.74463;83.05469;0.50711;0.66175;2.13354;6.96082;0.224247376089445;1642.20220769931
1144.59998;11.0594;145.49438;82.44043;0.50575;0.6578;2.1384;7.02338;0.225865941467724;1661.54588873555
1144.6001;11.05939;145.4939;82.43945;0.50575;0.65779;2.1384;7.02344;0.225869974541313;1661.59426258911
1144.67639;11.05512;145.24243;81.82129;0.50438;0.65383;2.14329;7.0863;0.227412103922078;1680.15417213121
1144.75;11.051;145;81.225;0.50307;0.65;2.148;7.147;0.228824229661995;1697.26020088225
1144.75659;11.04926;144.9906;81.19922;0.50272;0.65013;2.14821;7.14554;0.228807441287761;1697.05619303583
1144.75659;11.04926;144.9906;81.19922;0.50272;0.65013;2.14821;7.14554;0.228807441287761;1697.05619303583
1144.80005;11.03778;144.92859;81.02734;0.50037;0.651;2.1496;7.1358;0.228687441146317;1695.59842518548
1144.82886;11.03018;144.88745;80.91357;0.49881;0.65158;2.15052;7.12933;0.228601739865883;1694.55779419759
1144.9812;10.98996;144.66992;80.31201;0.49058;0.65462;2.1554;7.09521;0.22808505039606;1688.29217842806
1145;10.985;144.64301;80.238;0.48956;0.655;2.156;7.091;0.228011943808161;1687.40680448597
1145.01123;10.99658;144.67358;80.28223;0.48893;0.655;2.15604;7.09421;0.227682431087347;1683.41985842724
1145.01123;10.99658;144.67358;80.28223;0.48893;0.655;2.15604;7.09421;0.227682431087347;1683.41985842724
1145.13354;11.1228;145.00684;80.7666;0.48203;0.655;2.15653;7.12894;0.224063982770724;1640.01767643825
1145.19995;11.19128;145.1875;81.0293;0.47829;0.655;2.1568;7.1478;0.222099712398614;1616.74802287193
1145.20007;11.19141;145.18799;81.02979;0.47828;0.655;2.1568;7.14783;0.222095377840437;1616.69690021316
1145.25;11.243;145.32401;81.228;0.47546;0.655;2.157;7.162;0.220613353707119;1599.2761139845
1145.26599;11.21289;145.37402;81.28467;0.47568;0.655;2.15674;7.15436;0.220498555696269;1597.93158615293
1145.26599;11.21289;145.37402;81.28467;0.47568;0.655;2.15674;7.15436;0.220498555696269;1597.93158615293
1145.28601;11.17505;145.43677;81.35571;0.47596;0.655;2.15642;7.14484;0.220354009618028;1596.23964067945
1145.40002;10.95972;145.79321;81.75977;0.47752;0.655;2.1546;7.09058;0.219502837440807;1586.29896871939
1145.43835;10.88745;145.91333;81.89575;0.47805;0.655;2.15399;7.07233;0.219209459391085;1582.88157864196
1145.5;10.771;146.106;82.114;0.4789;0.655;2.153;7.043;0.21873131635807;1577.32176229501
1145.52063;10.80859;146.03174;82.14441;0.48232;0.65467;2.15234;7.034;0.219538242741057;1586.71192071187
1145.52063;10.80859;146.03174;82.14441;0.48232;0.65467;2.15234;7.034;0.219538242741057;1586.71192071187
1145.59082;10.93628;145.77881;82.24768;0.49397;0.65355;2.15009;7.00339;0.222279584847194;1618.87104158825
1145.59998;10.95312;145.74609;82.26123;0.49548;0.6534;2.1498;6.99939;0.222633010505338;1623.046176087
1145.6001;10.95337;145.74561;82.26135;0.49551;0.6534;2.1498;6.99936;0.222639956272895;1623.12829518858
1145.74316;11.21362;145.22998;82.47192;0.51926;0.65111;2.14522;6.93698;0.228180666097144;1689.45170940042
1145.75;11.226;145.205;82.482;0.5204;0.651;2.145;6.934;0.228445229117141;1692.65936230757
1145.77515;11.25574;145.17664;82.36719;0.51779;0.6504;2.14329;6.93299;0.228493085958011;1693.23990847442
1145.77515;11.25574;145.17664;82.36719;0.51779;0.6504;2.14329;6.93299;0.228493085958011;1693.23990847442
1145.80005;11.28528;145.14868;82.25391;0.5152;0.6498;2.14159;6.932;0.228534216100002;1693.73894020976
1145.89563;11.39844;145.04126;81.81836;0.50526;0.6475;2.13509;6.92817;0.228655627393073;1695.21247344479
1146;11.522;144.924;81.343;0.49439;0.645;2.128;6.924;0.22871688429343;1695.95604267523
1146.02979;11.52128;144.97375;80.9834;0.49077;0.64452;2.12669;6.94641;0.22941624794607;1704.46312419098
1146.02979;11.52128;144.97375;80.9834;0.49077;0.64452;2.12669;6.94641;0.22941624794607;1704.46312419098
1146.04797;11.52085;145.00415;80.76367;0.48857;0.64423;2.12589;6.96008;0.229832533255467;1709.539160449
1146.19995;11.5172;145.2583;78.92676;0.47015;0.6418;2.1192;7.0744;0.232905884329774;1747.29917081328
1146.20007;11.5172;145.25842;78.9248;0.47014;0.6418;2.11919;7.07446;0.232911724055031;1747.37139770346
1146.20044;11.51719;145.25903;78.9209;0.47009;0.64179;2.11918;7.07477;0.232914049070959;1747.40015243043
1146.25;11.516;145.342;78.322;0.46409;0.641;2.117;7.112;0.233769709914231;1758.00261918618
1146.28442;11.50513;145.41406;78.42822;0.46445;0.64114;2.11783;7.13531;0.233399180291583;1753.40653357078
1146.28442;11.50513;145.41406;78.42822;0.46445;0.64114;2.11783;7.13531;0.233399180291583;1753.40653357078
1146.35278;11.48352;145.55737;78.63867;0.46516;0.64141;2.11947;7.18152;0.232660704188348;1744.26814863353
1146.40002;11.4686;145.65649;78.78418;0.46564;0.6416;2.1206;7.21344;0.232144387444182;1737.89611011356
1146.5;11.437;145.866;79.092;0.46668;0.642;2.123;7.281;0.231048282629182;1724.41563956958
1146.50525;11.43451;145.86453;79.09332;0.46711;0.64206;2.12319;7.28186;0.231131935359335;1725.4422123347
1146.53918;11.41809;145.85504;79.10172;0.46987;0.64247;2.12441;7.28743;0.231668960463265;1732.041348435
1146.53918;11.41809;145.85504;79.10172;0.46987;0.64247;2.12441;7.28743;0.231668960463265;1732.041348435
1146.59998;11.38867;145.83801;79.11679;0.47482;0.6432;2.1266;7.29739;0.232631417599364;1743.90664864326
1146.6001;11.38861;145.83798;79.11682;0.47482;0.6432;2.12661;7.29742;0.232629937191533;1743.88836026515
1146.65759;11.36078;145.82187;79.1311;0.4795;0.64389;2.12867;7.30684;0.233540739965424;1755.16208915333
1146.75;11.316;145.79601;79.154;0.48702;0.645;2.132;7.322;0.235000755907062;1773.32577332962
1146.7937;11.32928;145.63818;79.00513;0.49028;0.645;2.12711;7.31097;0.237040297507801;1798.88855766654
1146.7937;11.32928;145.63818;79.00513;0.49028;0.645;2.12711;7.31097;0.237040297507801;1798.88855766654
1146.80005;11.33124;145.61523;78.98364;0.49075;0.645;2.1264;7.30939;0.237335393572502;1802.60546448542
1146.81006;11.33426;145.5791;78.94946;0.4915;0.645;2.12527;7.30685;0.237805791951022;1808.53996714759
1146.9624;11.38058;145.02881;78.43018;0.50285;0.645;2.10822;7.26846;0.244949472459241;1900.10821557401
1147;11.392;144.89301;78.302;0.50564;0.645;2.104;7.259;0.246718525531944;1923.2027231819
1147.04834;11.37442;145.06934;77.97412;0.50907;0.64113;2.10303;7.25436;0.249053563353128;1953.9402624734
1147.04834;11.37442;145.06934;77.97412;0.50907;0.64113;2.10303;7.25436;0.249053563353128;1953.9402624734
1147.11475;11.35022;145.31201;77.52441;0.51379;0.63582;2.10171;7.24799;0.252254224428456;1996.54297462729
1147.19995;11.31921;145.62305;76.94678;0.51985;0.629;2.1;7.23981;0.256358114615839;2051.96414996708
1147.20007;11.31918;145.62354;76.94629;0.51986;0.62899;2.1;7.23979;0.256362799346655;2052.0279262133
1147.25;11.301;145.806;76.608;0.52341;0.625;2.099;7.235;0.258762172442167;2084.84527528752
1147.26721;11.28699;145.84009;76.48535;0.52422;0.62389;2.09852;7.23044;0.259505333025446;2095.07183384786
1147.30286;11.25793;145.91089;76.23047;0.52589;0.62161;2.09752;7.22104;0.261043718657124;2116.33459909033
1147.30286;11.25793;145.91089;76.23047;0.52589;0.62161;2.09752;7.22104;0.261043718657124;2116.33459909033
1147.40002;11.17865;146.10352;75.53418;0.53044;0.61539;2.0948;7.19537;0.265223061038133;2174.73378196672
1147.41956;11.16266;146.14233;75.39453;0.53136;0.61414;2.09425;7.19022;0.266060965339404;2186.55368870478
1147.5;11.097;146.302;74.818;0.53513;0.609;2.092;7.169;0.269498392878231;2235.43400693698
1147.55762;11.06335;145.875;74.6814;0.53165;0.609;2.09154;7.17084;0.268904720547801;2226.94698315321
1147.55762;11.06335;145.875;74.6814;0.53165;0.609;2.09154;7.17084;0.268904720547801;2226.94698315321
1147.57202;11.05493;145.76855;74.64722;0.53079;0.609;2.09142;7.1713;0.268759162256534;2224.86896690977
1147.59998;11.03864;145.56152;74.58105;0.52911;0.609;2.0912;7.1722;0.268469957143364;2220.74356242337
1147.6001;11.03851;145.56055;74.58057;0.5291;0.609;2.0912;7.1722;0.268468419655522;2220.72164252484
1147.72437;10.96594;144.63965;74.28589;0.52161;0.609;2.09021;7.17618;0.267163556918172;2202.16359433583
1147.75;10.951;144.44901;74.225;0.52006;0.609;2.09;7.177;0.266890632940232;2198.29344303045
1147.80005;10.9548;144.0459;74.69434;0.51907;0.6088;2.0888;7.1844;0.265083767984009;2172.77175108913
1147.81238;10.95574;143.94727;74.80957;0.51883;0.60875;2.0885;7.18623;0.264638592159818;2166.51033044074
1147.81238;10.95574;143.94727;74.80957;0.51883;0.60875;2.0885;7.18623;0.264638592159818;2166.51033044074
1147.87683;10.96064;143.42871;75.41504;0.51756;0.60849;2.08696;7.19577;0.262269573204658;2133.3669757896
1148;10.97;142.438;76.571;0.51512;0.608;2.084;7.214;0.257639213880617;2069.44726398686
1148.02917;10.97572;142.438;76.65454;0.51549;0.60963;2.07945;7.20557;0.258085315850104;2075.55607114628
1148.06689;10.98311;142.438;76.7627;0.51597;0.61175;2.07358;7.1947;0.258656345633336;2083.39103094383
1148.06689;10.98311;142.438;76.7627;0.51597;0.61175;2.07358;7.1947;0.258656345633336;2083.39103094383
1148.18164;11.0056;142.438;77.09131;0.51742;0.61817;2.05566;7.16168;0.260374105622227;2107.06438521686
1148.19995;11.00919;142.438;77.1438;0.51765;0.6192;2.05281;7.1564;0.260642515814281;2110.77764327354
1148.20007;11.00922;142.438;77.14404;0.51765;0.6192;2.0528;7.15637;0.260643026659206;2110.78471410203
1148.25;11.019;142.438;77.287;0.51828;0.622;2.045;7.142;0.261375000916494;2120.93050228833
1148.32141;11.14819;142.438;77.57324;0.51973;0.626;2.045;7.14;0.260692128827125;2111.46486516747
1148.32141;11.14819;142.438;77.57324;0.51973;0.626;2.045;7.14;0.260692128827125;2111.46486516747
1148.33398;11.1709;142.438;77.62354;0.51998;0.6267;2.045;7.13965;0.260569358951269;2109.76571420963
1148.40002;11.29028;142.438;77.88818;0.52132;0.6304;2.045;7.1378;0.259922918274225;2100.83209356068
1148.48645;11.44653;142.438;78.23438;0.52307;0.63524;2.045;7.13538;0.259057797907768;2088.91109403185
1148.5;11.471;142.438;78.289;0.52334;0.636;2.045;7.135;0.258917707561934;2086.98444442157
1148.57605;11.51392;143.03125;78.92285;0.52707;0.6363;2.04865;7.11768;0.257097524629752;2062.04605432474
1148.57605;11.51392;143.03125;78.92285;0.52707;0.6363;2.04865;7.11768;0.257097524629752;2062.04605432474
1148.59998;11.5274;143.21777;79.12207;0.52824;0.6364;2.0498;7.11221;0.256509846434395;2054.03182503658
1148.6001;11.52747;143.21875;79.12305;0.52825;0.6364;2.0498;7.11218;0.256508859759436;2054.01838543229
1148.63879;11.54926;143.52051;79.44531;0.53015;0.63656;2.05166;7.10336;0.255545086311154;2040.91505623881
1148.75;11.612;144.38699;80.372;0.53561;0.637;2.057;7.078;0.252666698038085;2002.07452074084
1148.79126;11.63513;144.48584;80.23486;0.53521;0.63551;2.05997;7.06546;0.252775900381706;2003.53995111006
1148.80005;11.64001;144.50708;80.20581;0.53512;0.6352;2.0606;7.06277;0.252796972752928;2003.82280049248
1148.83069;11.65723;144.58057;80.104;0.53482;0.63409;2.06281;7.05347;0.252872503494546;2004.83682651021
1148.83069;11.65723;144.58057;80.104;0.53482;0.63409;2.06281;7.05347;0.252872503494546;2004.83682651021
1148.9436;11.72046;144.85156;79.72852;0.53371;0.63003;2.07094;7.01913;0.253128942871003;2008.28184600408
1149;11.752;144.987;79.541;0.53316;0.628;2.075;7.002;0.253244307153294;2009.83277689507
1149.08545;11.79407;144.99725;77.01953;0.53223;0.63005;2.07978;6.99312;0.262143723612481;2131.6162106854
1149.08545;11.79407;144.99725;77.01953;0.53223;0.63005;2.07978;6.99312;0.262143723612481;2131.6162106854
1149.09595;11.79926;144.99852;76.71094;0.53211;0.6303;2.08037;6.99203;0.263167235701357;2145.89205322597
1149.19995;11.8504;145.01099;73.64453;0.53098;0.6328;2.0862;6.98121;0.27268245981887;2281.27198568605
1149.20007;11.85046;145.011;73.64062;0.53098;0.6328;2.08621;6.98119;0.272693886843004;2281.43745650728
1149.24841;11.87427;145.01682;72.21484;0.53045;0.63396;2.08891;6.97617;0.276731035955281;2340.33204222779
1149.25;11.875;145.017;72.172;0.53043;0.634;2.089;6.976;0.276846299820145;2342.02623810181
1149.34009;11.87428;144.95319;73.36914;0.5278;0.63796;2.0908;6.97564;0.271971564945197;2270.99130203919
1149.34009;11.87428;144.95319;73.36914;0.5278;0.63796;2.0908;6.97564;0.271971564945197;2270.99130203919
1149.40002;11.8738;144.91077;74.16504;0.52604;0.6406;2.092;6.9754;0.268659795087307;2223.45185404111
1149.40076;11.87379;144.91022;74.1748;0.52602;0.64063;2.09201;6.9754;0.268619970446108;2222.88372755432
1149.5;11.873;144.84;75.494;0.52312;0.645;2.094;6.975;0.263009755077009;2143.6916872611
1149.55322;11.85043;144.77502;75.31934;0.52157;0.64436;2.09357;6.975;0.263216614352844;2146.58188916446
1149.5946;11.83289;144.72461;75.18335;0.52036;0.64386;2.09324;6.975;0.263372448088216;2148.76066900553
1149.5946;11.83289;144.72461;75.18335;0.52036;0.64386;2.09324;6.975;0.263372448088216;2148.76066900553
1149.59998;11.8306;144.71802;75.16577;0.5202;0.6438;2.0932;6.975;0.263390940528034;2149.01930475164
1149.6001;11.83054;144.7179;75.16528;0.5202;0.6438;2.0932;6.975;0.263392574379589;2149.04215743327
1149.70557;11.78583;144.58923;74.81885;0.51712;0.64253;2.09236;6.975;0.263774483905678;2154.38765534592
1149.75;11.767;144.535;74.673;0.51582;0.642;2.092;6.975;0.263929079028377;2156.55368592299
1149.80005;11.72168;144.43286;75.28223;0.5154;0.6394;2.09501;6.98401;0.26128620753192;2119.69771331031
1149.84912;11.67725;144.33276;75.88086;0.51499;0.63684;2.09795;6.99284;0.258660241286522;2083.44486260094
1149.84912;11.67725;144.33276;75.88086;0.51499;0.63684;2.09795;6.99284;0.258660241286522;2083.44486260094
1149.85803;11.66919;144.31445;75.98926;0.51492;0.63638;2.09849;6.99445;0.258181249582689;2076.8716190487
1150;11.541;144.02499;77.72;0.51374;0.629;2.107;7.02;0.250380518219651;1971.53647395897
1150.01038;11.5372;144.05737;77.74976;0.5139;0.62863;2.10696;7.02588;0.250330577732238;1970.87252656801
1150.10388;11.50317;144.34912;78.01855;0.51532;0.62526;2.10658;7.07861;0.249867513109947;1964.72249415321
1150.10388;11.50317;144.34912;78.01855;0.51532;0.62526;2.10658;7.07861;0.249867513109947;1964.72249415321
1150.16284;11.48172;144.53296;78.18823;0.51621;0.62314;2.10635;7.11188;0.24956493573379;1960.71006855774
1150.19995;11.4682;144.64868;78.29492;0.51678;0.6218;2.1062;7.13281;0.249375459740267;1958.19993624565
1150.20007;11.46817;144.64917;78.29541;0.51678;0.6218;2.1062;7.13287;0.249373769126956;1958.17754809072
1150.25;11.45;144.80499;78.439;0.51754;0.62;2.106;7.161;0.249113115129732;1954.72760528921
1150.31519;11.444;145.08984;77.7041;0.51644;0.62339;2.10313;7.17299;0.252048927818041;1993.79372214737
1150.35864;11.44;145.27979;77.21289;0.5157;0.62565;2.10122;7.18098;0.253971684934823;2019.62741050085
1150.35864;11.44;145.27979;77.21289;0.5157;0.62565;2.10122;7.18098;0.253971684934823;2019.62741050085
1150.40002;11.4362;145.46094;76.74609;0.515;0.6278;2.0994;7.1886;0.255774022765905;2044.02144342567
1150.46765;11.42998;145.75684;75.98242;0.51386;0.63132;2.09642;7.20105;0.258669925939412;2083.57777320591
1150.5;11.427;145.89799;75.616;0.51331;0.633;2.095;7.207;0.260033619012429;2102.3592517603
1150.59998;11.4054;145.71313;74.81738;0.51241;0.61859;2.095;7.22578;0.262430498201151;2135.60897760832
1150.6001;11.40538;145.71289;74.81641;0.51241;0.61858;2.095;7.22581;0.262433666410918;2135.65312953046
1150.61316;11.40256;145.68872;74.71191;0.51229;0.6167;2.095;7.22827;0.262740835950054;2139.93631425303
1150.61316;11.40256;145.68872;74.71191;0.51229;0.6167;2.095;7.22827;0.262740835950054;2139.93631425303
1150.62;11.40108;145.67627;74.65723;0.51223;0.61571;2.095;7.22955;0.262901892024159;2142.18408876198
1150.75;11.373;145.436;73.618;0.51105;0.597;2.095;7.254;0.265882705395354;2184.03433260374
1150.77246;11.36374;145.37158;73.81152;0.51122;0.59736;2.09608;7.25813;0.265128469090117;2173.40016545922
1150.80005;11.35239;145.29224;74.04883;0.51143;0.5978;2.0974;7.2632;0.264199938923371;2160.35007261633
1150.8678;11.32446;145.09741;74.63086;0.51195;0.59888;2.10066;7.27567;0.261898877654659;2128.20696336583
1150.8678;11.32446;145.09741;74.63086;0.51195;0.59888;2.10066;7.27567;0.261898877654659;2128.20696336583
1150.9248;11.30099;144.93335;75.12109;0.51239;0.5998;2.10339;7.28616;0.259939083495081;2101.05267150904
1151;11.27;144.717;75.767;0.51297;0.601;2.107;7.3;0.257319779151934;2065.07887651203
1151.07715;11.2774;144.86255;76.81836;0.51344;0.60902;2.10577;7.31296;0.25399630501865;2019.95871729045
1151.12231;11.28175;144.948;77.43457;0.51372;0.61372;2.10504;7.32056;0.251983361286784;1992.91578222936
1151.12231;11.28175;144.948;77.43457;0.51372;0.61372;2.10504;7.32056;0.251983361286784;1992.91578222936
1151.19995;11.28919;145.09448;78.49316;0.51419;0.62179;2.1038;7.33359;0.248397941585337;1945.28031046222
1151.20007;11.28921;145.09473;78.49512;0.51419;0.6218;2.1038;7.33362;0.248390598882901;1945.18345629579
1151.22961;11.29205;145.15039;78.89844;0.51438;0.62488;2.10333;7.33858;0.246984826890063;1926.69336994138
1151.25;11.294;145.189;79.177;0.5145;0.627;2.103;7.342;0.245997665268102;1913.77197279789
1151.37708;11.36621;145.32275;79.53076;0.51433;0.63818;2.09283;7.3176;0.24598642335862;1913.62564173227
1151.37708;11.36621;145.32275;79.53076;0.51433;0.63818;2.09283;7.3176;0.24598642335862;1913.62564173227
1151.38196;11.36896;145.32788;79.54419;0.51432;0.63861;2.09245;7.31667;0.24598359227305;1913.58867957039
1151.40002;11.37927;145.3468;79.59448;0.5143;0.64021;2.091;7.31319;0.24598075292614;1913.55166351263
1151.5;11.436;145.452;79.873;0.51416;0.649;2.083;7.294;0.245940923415824;1913.03182822784
1151.53442;11.37781;145.15039;79.95825;0.51446;0.64803;2.08658;7.28036;0.24510346218236;1902.11285492545
1151.59998;11.26697;144.57422;80.12036;0.51503;0.6462;2.0934;7.25443;0.243509248329812;1881.430134563
1151.6001;11.26672;144.57324;80.12061;0.51503;0.64619;2.09341;7.25436;0.243506601462942;1881.39590715536
1151.63184;11.21301;144.29492;80.19897;0.51531;0.64531;2.09671;7.24179;0.24273719047427;1871.46225940789
1151.63184;11.21301;144.29492;80.19897;0.51531;0.64531;2.09671;7.24179;0.24273719047427;1871.46225940789
1151.68677;11.12012;143.8125;80.33472;0.51579;0.64377;2.10242;7.22006;0.241404422775369;1854.32966350238
1151.75;11.013;143.257;80.491;0.51634;0.642;2.109;7.195;0.239869534259805;1834.71569468862
1151.80005;10.95166;143.04541;80.502;0.50853;0.642;2.1156;7.16559;0.236845374678088;1796.43669273177
1151.83923;10.90369;142.88037;80.51062;0.50241;0.642;2.12077;7.14258;0.234476846784699;1766.79564262268
1151.88635;10.84607;142.68164;80.52098;0.49506;0.642;2.127;7.11487;0.231630206257906;1731.56541349201
1151.88635;10.84607;142.68164;80.52098;0.49506;0.642;2.127;7.11487;0.231630206257906;1731.56541349201
1151.99158;10.71716;142.23828;80.54414;0.47862;0.642;2.14088;7.05298;0.225274226679614;1654.45642106086
1152;10.707;142.203;80.546;0.47731;0.642;2.142;7.048;0.224766065881701;1648.38417001058
1152.14087;10.6608;141.63721;78.93457;0.47339;0.642;2.14313;6.94934;0.229356734326252;1703.7369241688
1152.14087;10.6608;141.63721;78.93457;0.47339;0.642;2.14313;6.94934;0.229356734326252;1703.7369241688
1152.14404;10.65976;141.62451;78.89844;0.4733;0.642;2.14315;6.94714;0.229455073630798;1704.93490972775
1152.19995;10.64142;141.3999;78.25879;0.47174;0.642;2.1436;6.90802;0.23115889743985;1725.77269570457
1152.20007;10.64139;141.39941;78.25684;0.47174;0.642;2.1436;6.9079;0.231165532958416;1725.85414984682
1152.25;10.625;141.19901;77.686;0.47035;0.642;2.144;6.873;0.232635004890068;1743.95013432286
1152.29639;10.63223;141.32959;77.53857;0.47472;0.64812;2.13918;6.873;0.235043086520174;1773.85328022288
1152.39551;10.64769;141.60815;77.22388;0.48405;0.66119;2.12887;6.873;0.240205326862568;1838.99473954596
1152.39551;10.64769;141.60815;77.22388;0.48405;0.66119;2.12887;6.873;0.240205326862568;1838.99473954596
1152.40002;10.64841;141.62085;77.20947;0.48448;0.6618;2.1284;6.873;0.240442760924367;1842.02492235232
1152.44885;10.65602;141.7583;77.05444;0.48908;0.66824;2.12331;6.873;0.242998279387732;1874.82848869972
1152.5;10.664;141.90199;76.892;0.49389;0.675;2.118;6.873;0.245676305363073;1909.57674608241
1152.59998;10.7464;143.10645;78.51953;0.50084;0.681;2.12;6.93738;0.24185775559764;1860.14660641246
1152.6001;10.74652;143.10742;78.52148;0.50085;0.68101;2.12;6.93744;0.241853552665067;1860.09262731698
1152.6012;10.74738;143.12109;78.54102;0.50092;0.68108;2.12002;6.93811;0.241801751094831;1859.42740280648
1152.65015;10.78772;143.70996;79.33789;0.50433;0.68401;2.121;6.96967;0.23977027255824;1833.45199065614
