DEPTH;CAL;DT;GR;NPHI;ILD;RHOB;SP;porosite;K
1157.40002;10.08800;129.31787;74.31543;0.49580;1.32300;2.17220;2.73120;0.208361752413323;1459.74171554456
1157.50000;10.08800;129.75101;73.65500;0.49700;1.29700;2.16900;2.76400;0.212076577654476;1501.21192835657
1157.52930;10.05115;129.61963;73.54541;0.49677;1.29031;2.16830;2.77573;0.219358723788771;1584.63204867196
1157.59998;9.96240;129.30273;73.28174;0.49620;1.27420;2.16660;2.80399;0.219671047680638;1588.27277964367
1157.74353;9.78210;128.65918;72.74561;0.49505;1.24146;2.16316;2.86142;0.220456583573275;1597.4528639356
1157.75000;9.77400;128.63000;72.72200;0.49500;1.24000;2.16300;2.86400;0.222881255005877;1625.99484269976
1157.80005;9.76239;128.98047;72.75366;0.49560;1.23660;2.15678;2.88403;0.223527583292651;1633.65593234564
1157.95728;9.72589;130.08154;72.85303;0.49749;1.22591;2.13728;2.94693;0.225517044067251;1657.37629869117
1158.00000;9.71600;130.38100;72.88000;0.49800;1.22300;2.13200;2.96400;0.225855972925133;1661.43820881153
1158.16882;9.72410;131.64160;73.11157;0.50880;1.17572;2.11241;2.97615;0.226387491037184;1667.82075725106
1158.20007;9.72561;131.87500;73.15454;0.51080;1.16696;2.10880;2.97840;0.225078545373931;1652.13002005165
1158.25000;9.72800;132.24800;73.22300;0.51400;1.15300;2.10300;2.98200;0.224824129531433;1649.09092726109
1158.37842;9.73571;133.21387;73.56152;0.52530;1.15300;2.09170;3.02722;0.22351472446503;1633.50346210023
1158.40002;9.73700;133.37598;73.61841;0.52720;1.15300;2.08980;3.03482;0.216219360078014;1548.32433181173
1158.50000;9.74300;134.12900;73.88200;0.53600;1.15300;2.08100;3.07000;0.214959635144187;1533.90229687562
1158.58569;9.74403;134.81055;74.35156;0.53223;1.16774;2.07209;3.07000;0.201109018259944;1380.88864768195
1158.59998;9.74420;134.92383;74.43018;0.53160;1.17020;2.07060;3.07000;0.202453019781621;1395.29016177745
1158.75000;9.74600;136.11501;75.25300;0.52500;1.19600;2.05500;3.07000;0.202752328579327;1398.51056505338
1158.79089;9.71405;136.44043;75.23334;0.52631;1.21024;2.05040;3.05023;0.209147925783232;1468.45762632299
1158.80005;9.70691;136.51270;75.22894;0.52660;1.21344;2.04938;3.04584;0.209353040876009;1470.73711654035
1158.99377;9.55585;138.05078;75.13599;0.53280;1.28085;2.02768;2.95203;0.260074605674216;2102.94171934743
1159.00000;9.55100;138.10001;75.13300;0.53300;1.28300;2.02700;2.94900;0.261449131670891;2121.97559821778
1159.19446;9.54478;139.05615;72.69336;0.54623;1.32968;2.00755;2.86810;0.273513649245764;2293.34376824147
1159.20007;9.54460;139.08350;72.62305;0.54661;1.33102;2.00700;2.86575;0.291968932984412;2570.44370758227
1159.25000;9.54300;139.32899;71.99700;0.55000;1.34300;2.00200;2.84500;0.292693751188708;2581.69581267619
1159.39429;9.47430;139.97900;71.06787;0.55058;1.34415;1.98122;2.82018;0.3051441855198;2779.33097717045
1159.40002;9.47162;140.00488;71.03076;0.55060;1.34420;1.98039;2.81920;0.300778282937169;2709.09048754765
1159.50000;9.42400;140.45500;70.38700;0.55100;1.34500;1.96600;2.80200;0.300459972787243;2704.00884166116
1159.59314;9.40128;140.87402;70.49915;0.54131;1.34649;1.97829;2.80908;0.29346695077006;2593.72931285238
1159.59998;9.39960;140.90479;70.50732;0.54060;1.34660;1.97919;2.80960;0.278081128735087;2360.23845967077
1159.75000;9.36300;141.58000;70.68800;0.52500;1.34900;1.99900;2.82100;0.275083030028505;2316.20284728961
1159.79187;9.36451;141.07324;71.37500;0.52248;1.33344;2.02985;2.83728;0.202456550575395;1395.32810135847
1159.80005;9.36480;140.97363;71.50781;0.52200;1.33038;2.03589;2.84045;0.19965525273068;1365.41906537589
